LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V177_chinuu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V178_, ⇌ iɕi / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <17>, ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <21>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V179_sakua'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V180_kantakava, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V181_kanta, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V182_xaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V183_ntani'i, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V184_ntativi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V185_kukuiti, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,sa ⇌ ko / _koiti <1>,isa ⇌ ko / _koiti <1>
V186_sakutxiya'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V187_sakukunuo, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V188_koto'va, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V189_ntoo, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V190_ntaki'in, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V191_ni'i, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V192_kuka'nu,ko ⇌ iɕi / _kaʔno <1>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V193_xaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V194_koko, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[e-i-o-õ-ĩ-ẽ] <9>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V195_tivi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V196_santxi'i, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V197_tase'e, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V198_kaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V199_santoo, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V200_kontoo, ⇌ iɕi / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <17>, ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <21>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V201_ntañuu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V202_ntaa,koa ⇌ i / _ⁿdaa <1>,koa ⇌  / _ⁿdaa <1>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V203_xinu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V204_katxa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-i-o] <13>,iɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o] <14>
V205_kuitxa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ ko / _a?[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ʔ-ⁿd-ẽ-kʷ][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[a-e-i-o-ã-õ-ĩ-ẽ] <8>,iɕ ⇌ ko / _a?[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ʔ-ⁿd-ẽ-kʷ][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[a-e-i-o-ã-õ-ĩ-ẽ] <8>
